CO_ENTIDADE;NO_ENTIDADE;NO_MUNICIPIO;SG_UF;ANO;QT_MAT_BAS_BRANCA;QT_MAT_BAS_PRETA;QT_MAT_BAS_PARDA;QT_MAT_BAS_AMARELA;QT_MAT_BAS_INDIGENA;QT_MAT_BAS_TOTAL;QT_MAT_BAS_FEM;QT_MAT_BAS_MASC;QT_MAT_BAS_ND
29025087;COLEGIO MUNICIPAL HELENA CELESTINO MAGALHAES;Juazeiro;BA;2022;85;50;562;4;1;702;464;532;294
29025117;COLEGIO ESTADUAL DONA GUIOMAR BARRETO MEIRA;Juazeiro;BA;2022;11;4;281;0;2;298;385;400;487
29025125;ESCOLA FONTE CRIATIVA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29025168;ESCOLA MUNICIPAL JOCA DE SOUZA OLIVEIRA;Juazeiro;BA;2022;47;24;267;0;0;338;202;210;74
29025176;ESCOLA MUNICIPAL JUDITE LEAL COSTA;Juazeiro;BA;2022;38;16;173;2;1;230;129;163;62
29025184;ESCOLA MUNICIPAL LUDGERO DE SOUZA COSTA;Juazeiro;BA;2022;41;20;211;1;0;273;169;172;68
29025206;ESCOLA MUNICIPAL MANDACARU;Juazeiro;BA;2022;57;19;379;0;0;455;250;262;57
29025222;ESCOLA MUNICIPAL JOAO NEVES DE ALMEIDA;Juazeiro;BA;2022;4;3;17;0;0;24;26;23;25
29025230;ESCOLA MUNICIPAL MARIANO RODRIGUES DE SOUZA;Juazeiro;BA;2022;15;31;65;1;0;112;59;68;15
29025311;ESCOLA MUNICIPAL NOSSA SENHORA DAS GROTAS - SEDE;Juazeiro;BA;2022;37;4;142;1;1;185;92;133;40
29025320;ESCOLA OFICINA DO SABER;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29025338;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA SUELY MEDRADO ARAUJO;Juazeiro;BA;2022;6;14;73;2;0;95;75;92;72
29025346;ESCOLA MUNICIPAL CELSO CAVALCANTE DE CARVALHO;Juazeiro;BA;2022;13;5;188;1;4;211;255;272;316
29025362;ESCOLA MUNICIPAL PREFEITO APRIGIO DUARTE;Juazeiro;BA;2022;13;5;169;0;0;187;103;116;32
29025370;ESCOLA MUNICIPAL JOSE PADILHA DE SOUZA;Juazeiro;BA;2022;56;12;232;1;1;302;160;159;17
29025397;PROFESSORA TEREZINHA FERREIRA DE OLIVEIRA;Juazeiro;BA;2022;86;46;391;4;3;530;467;542;479
29025427;ESCOLA SEMPRE VIVA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29025460;ESCOLA DO CISNE;Juazeiro;BA;2022;57;13;52;1;0;123;74;61;12
29025478;COLEGIO MUNICIPAL PROF PEDRO RAYMUNDO RODRIGUES REGO;Juazeiro;BA;2022;54;59;528;1;1;643;335;409;101
29025524;ESCOLA DA FUNDACAO JUAZEIRENSE PROMOCIONAL DO MENOR - PROMENOR;Juazeiro;BA;2022;22;4;225;1;1;253;145;174;66
29025575;ESCOLA MUNICIPAL PROFESSORA HELENA ARAUJO PINHEIRO;Juazeiro;BA;2022;44;53;345;0;0;442;226;271;55
29025583;ESCOLA MUNICIPAL DE JATOBA;Juazeiro;BA;2022;18;20;68;0;0;106;79;98;71
29025613;INSTITUTO DE EDUCACAO AMARAL PINHEIRO;Juazeiro;BA;2022;34;3;46;0;0;83;50;48;15
29025664;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DE ABOBORA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29025672;ESCOLA MUNICIPAL MANOEL DE SOUZA BONFIM;Juazeiro;BA;2022;18;2;106;0;0;126;147;117;138
29025699;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL AMERICO TANURY - ABOBORA;Juazeiro;BA;2022;1;1;42;0;0;44;48;34;38
29025753;ESCOLA MUNICIPAL PROFESSORA GRACIOSA XAVIER RAMOS GOMES;Juazeiro;BA;2022;34;37;259;0;0;330;191;227;88
29025770;ESCOLA MUNICIPAL PROFESSORA MATILDE COSTA MEDRADO;Juazeiro;BA;2022;19;8;80;0;0;107;51;62;6
29025788;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NOSSA SENHORA DAS GROTAS;Juazeiro;BA;2022;3;4;31;0;0;38;24;19;5
29025834;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PEDRO DIAS;Juazeiro;BA;2022;13;0;58;1;0;72;42;39;9
29025842;ESC MUNICIPAL DE EDUCACAO INFANTIL AMELIA BORGES DE S MARTINS;Juazeiro;BA;2022;15;6;80;0;0;101;46;58;3
29025869;ESCOLA MUNICIPAL OSORIO TELES DE MENEZES;Juazeiro;BA;2022;20;8;68;0;0;96;45;52;1
29025885;ESCOLINHA DISNEYLANDIA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29025907;ESCOLA MUNICIPAL BOM JESUS - NH I CURACA;Juazeiro;BA;2022;24;3;209;0;0;236;126;134;24
29025923;ESCOLA MUNICIPAL LINDAURA MARIA DE JESUS;Juazeiro;BA;2022;4;0;23;0;0;27;12;15;0
29025931;ESCOLA MUNICIPAL SAO SEBASTIAO;Juazeiro;BA;2022;2;0;26;0;0;28;26;28;26
29025958;ESCOLA MUNICIPAL NOSSA SENHORA RAINHA DOS ANJOS;Juazeiro;BA;2022;2;0;9;0;0;11;7;9;5
29025974;ESCOLA MUNICIPAL CORACAO DE JESUS - JUREMA VERMELHA;Juazeiro;BA;2022;8;3;80;0;0;91;51;56;16
29025982;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS - ITAMOTINGA;Juazeiro;BA;2022;26;1;184;5;1;217;107;121;11
29026024;ESCOLA MUNICIPAL DOUTOR EDSON RIBEIRO;Juazeiro;BA;2022;4;24;46;0;0;74;64;69;59
29026105;ESCOLA MUNICIPAL NOSSA SENHORA DAS GROTAS - BOQUEIRAO;Juazeiro;BA;2022;5;3;52;1;2;63;36;36;9
29026113;ESCOLA MUNICIPAL ELISEU SANTOS;Juazeiro;BA;2022;15;3;108;0;1;127;101;119;93
29026130;ESCOLA MUNICIPAL 25 DE JULHO;Juazeiro;BA;2022;33;11;153;1;0;198;127;124;53
29026148;ESCOLA MUNICIPAL AMERICO TANURI - MANICOBA;Juazeiro;BA;2022;6;0;39;0;0;45;27;21;3
29026156;ESCOLA MUNICIPAL BOM JESUS - BARAUNA ITAMOTINGA;Juazeiro;BA;2022;0;0;27;0;0;27;8;20;1
29026164;ESCOLA MUNICIPAL CORACAO DE JESUS - SERRA DA MADEIRA;Juazeiro;BA;2022;2;0;57;0;0;59;28;32;1
29026199;ESCOLA MUNICIPAL EURIDICE RIBEIRO VIANA;Juazeiro;BA;2022;8;1;54;1;0;64;44;27;7
29026202;ESCOLA MUNICIPAL FAMILIA UNIDA;Juazeiro;BA;2022;1;1;53;0;0;55;19;39;3
29026261;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA JOANA RAMOS;Juazeiro;BA;2022;1;1;39;0;2;43;21;24;2
29026288;ESCOLA MUNICIPAL SANTA INES;Juazeiro;BA;2022;46;14;450;3;2;515;343;421;249
29026296;ESCOLA MUNICIPAL MANOEL LUIZ DA SILVA;Juazeiro;BA;2022;11;3;70;0;0;84;50;46;12
29026300;ESCOLA MUNICIPAL SANTA TEREZINHA - JAZIDA SETE;Juazeiro;BA;2022;6;3;108;0;0;117;64;81;28
29026350;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS - MULUNGU;Juazeiro;BA;2022;0;2;21;0;0;23;14;19;10
29026377;ESCOLA MUNICIPAL SAO JOSE;Juazeiro;BA;2022;7;3;52;0;0;62;33;33;4
29026423;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BOLIVAR SANTANA;Juazeiro;BA;2022;4;5;50;1;0;60;99;106;145
29026431;ESCOLA MUNICIPAL DE PONTAL;Juazeiro;BA;2022;5;4;182;0;0;191;104;134;47
29026440;ESCOLA MUNICIPAL MANOEL GOMES MARTINS;Juazeiro;BA;2022;1;1;44;1;1;48;42;44;38
29026482;ESCOLA MUNICIPAL ANTONIO FRANCISCO DE OLIVEIRA;Juazeiro;BA;2022;26;23;183;0;0;232;123;122;13
29026520;ESCOLA MUNICIPAL VEREADOR AMADEUS DAMASIO;Juazeiro;BA;2022;6;5;66;0;0;77;36;47;6
29026601;ESCOLA MUNICIPAL AMERICO TANURI - JUNCO;Juazeiro;BA;2022;4;6;31;0;0;41;27;36;22
29026628;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL HERBET MOUZE RODRIGUES;Juazeiro;BA;2022;1;1;24;0;1;27;39;38;50
29026636;ESCOLA MUNICIPAL JOSE DE AMORIM;Juazeiro;BA;2022;37;13;170;2;0;222;203;252;233
29026644;ESCOLA MUNICIPAL LUCIA CARMEM SOBREIRA;Juazeiro;BA;2022;5;1;36;0;0;42;40;35;33
29026652;ESCOLA MUNICIPAL MARIA DO CARMO SA NOGUEIRA;Juazeiro;BA;2022;2;2;23;0;0;27;20;14;7
29026660;ESCOLA MUNICIPAL MARIA MONTEIRO BACELAR;Juazeiro;BA;2022;8;8;43;2;1;62;62;60;60
29026679;ESCOLA MUNICIPAL MIGUEL ANGELO DE SOUZA;Juazeiro;BA;2022;14;8;87;0;0;109;69;76;36
29026695;ESCOLA MUNICIPAL PROFESSORA BERNADETE BRAGA;Juazeiro;BA;2022;3;0;20;0;0;23;11;15;3
29026709;ESCOLA MUNICIPAL PROFESSORA EDUALDINA DAMASIO;Juazeiro;BA;2022;10;1;129;1;0;141;206;237;302
29026725;ESCOLA MUNICIPAL PROFESSORA OSCARLINA TANURI;Juazeiro;BA;2022;2;0;24;0;0;26;32;28;34
29026741;ESCOLA MUNICIPAL JOAO DIAS FERREIRA;Juazeiro;BA;2022;1;16;24;0;0;41;44;57;60
29026776;ESCOLA MUNICIPAL PROFESSORA MARIA AMELIA DE SOUZA OLIVEIRA;Juazeiro;BA;2022;2;3;46;0;0;51;45;39;33
29026792;EMEI PASSAGEM DO SARGENTO;Juazeiro;BA;2022;1;0;16;0;0;17;12;7;2
29026873;ESCOLA MUNICIPAL PROFESSORA ANTONILA DA FRANCA CARDOSO;Juazeiro;BA;2022;18;6;92;2;0;118;71;86;39
29026890;ESCOLA MUNICIPAL DEPUTADO RAIMUNDO DA CUNHA LEITE;Juazeiro;BA;2022;32;24;128;0;0;184;83;104;3
29026911;ESCOLA MUNICIPAL DURVAL BARBOSA DA CUNHA;Juazeiro;BA;2022;4;4;46;0;1;55;19;39;3
29026989;ESCOLA MUNICIPAL PROFESSORA ATANILHA LUZ ARAUJO;Juazeiro;BA;2022;34;2;129;0;0;165;80;94;9
29027055;ESCOLA MUNICIPAL RAIMUNDO CLEMENTINO DE SOUZA;Juazeiro;BA;2022;13;1;55;0;0;69;97;127;155
29027098;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SAO FRANCISCO DE ASSIS - PINHOES;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29341256;ESCOLA MUNICIPAL ANALIA BARBOSA DE SOUZA;Juazeiro;BA;2022;67;43;401;0;0;511;338;440;267
29341566;ESCOLINHA CARROSSEL;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29341590;CENTRO EDUCACIONAL JORGE AMADO;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29341710;ESCOLA MUNICIPAL MANOEL NUNES AMORIM;Juazeiro;BA;2022;12;15;60;1;0;88;43;61;16
29341744;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ELEOTERIO SOARES FONSECA;Juazeiro;BA;2022;8;2;42;0;0;52;30;24;2
29341779;ESCOLA MUNICIPAL RURAL DE MASSAROCA;Juazeiro;BA;2022;27;2;61;0;0;90;50;46;6
29341809;ESCOLA MUNICIPAL PROFESSORA IRACY NUNES DA SILVA;Juazeiro;BA;2022;70;63;202;1;3;339;229;241;131
29362237;ESCOLINHA PATOTA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29362334;ESC ROSA DOS VENTOS;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29362415;COLEGIO MUNICIPAL DE TEMPO INTEGRAL CIVICO-MILITAR CAIC MISAEL AGUILAR;Juazeiro;BA;2022;58;46;488;2;0;594;317;343;66
29362504;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE LIMA DA ROCHA;Juazeiro;BA;2022;58;27;289;2;2;378;258;255;135
29378885;ESCOLA RECANTO DO PEQUENO PRINCIPE;Juazeiro;BA;2022;183;2;114;0;0;299;240;231;172
29378893;ESCOLA MUNICIPAL DOM JOSE RODRIGUES;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29378907;ESCOLA FUNDAMENTAL CRISTAL DO SOL;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29378931;CENTRO EDUCACIONAL GIRASSOL;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29390559;INSTITUTO IMACULADA CONCEICAO;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29390605;ESCOLA RENASCER;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29390648;COLEGIO ADVENTISTA DE JUAZEIRO;Juazeiro;BA;2022;240;5;402;0;1;648;347;364;63
29390656;ESCOLA PRISMA;Juazeiro;BA;2022;39;0;101;0;1;141;193;184;236
29390664;EDUCANDARIO RITA DE CASSIA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29390737;COLEGIO MODELO LUIS EDUARDO MAGALHAES;Juazeiro;BA;2022;139;48;589;6;6;788;802;720;734
29397030;ESCOLA SONHO DE CRIANCA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29397120;CENTRO EDUCACIONAL LIBERDADE;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29399432;ESCOLA HEROIS DO AMANHA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29401220;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ANA MARIA MORGADO CHAVES;Juazeiro;BA;2022;11;6;77;1;2;97;140;121;164
29401600;ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES;Juazeiro;BA;2022;53;46;406;1;2;508;340;315;147
29401610;ESCOLA MUNICIPAL EDUCANDARIO JOAO XXIII;Juazeiro;BA;2022;38;10;288;0;0;336;175;195;34
29402060;ESC NOVA GERACAO;Juazeiro;BA;2022;16;2;88;0;0;106;57;62;13
29402080;CENTRO EDUCACIONAL MARIA MONTESSORI;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29402090;ESCOLA RELIGARE;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29402100;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL GENTIL DAMASIO NASCIMENTO;Juazeiro;BA;2022;48;24;211;1;3;287;183;204;100
29402110;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA HELOISA HELENA BENEVIDES FARIAS;Juazeiro;BA;2022;28;17;108;0;0;153;101;94;42
29402120;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ANNA HILDA LEITE FARIA;Juazeiro;BA;2022;8;4;59;0;0;71;25;47;1
29402140;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL AMELIA DUARTE;Juazeiro;BA;2022;17;12;173;0;0;202;150;161;109
29402150;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NAILDE COSTA;Juazeiro;BA;2022;72;24;199;1;2;298;140;162;4
29402160;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA VIANA TANURI - EX;Juazeiro;BA;2022;38;21;161;1;1;222;120;154;52
29402170;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BOM JESUS DOS NAVEGANTES;Juazeiro;BA;2022;11;14;66;2;0;93;41;55;3
29402190;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DILMA CALMON OLIVEIRA;Juazeiro;BA;2022;24;12;79;0;0;115;77;72;34
29402210;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL JANDIRA BORGES DA CUNHA;Juazeiro;BA;2022;2;3;34;0;0;39;74;78;113
29403332;COLEGIO INTEGRADO DE JUAZEIRO;Juazeiro;BA;2022;50;2;86;1;0;139;109;101;71
29405106;ESCOLA MUNICIPAL PROFESSOR JOSE PEREIRA DA SILVA;Juazeiro;BA;2022;53;27;437;0;0;517;276;288;47
29405734;COOPERATIVA EDUCACIONAL EVANGELISTA BATI;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29405742;ESCOLA MODELO INFANTIL;Juazeiro;BA;2022;8;6;46;4;0;64;38;44;18
29408628;COLEGIO ESTADUAL ARTUR OLIVEIRA DA SILVA;Juazeiro;BA;2022;26;27;687;4;1;745;423;421;99
29408660;ESCOLA RECANTO DO SABER;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29415110;ESCOLA SONHO DE CRIANCA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29415136;ESCOLINHA TURMA DO CEBOLINHA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29415160;ESCOLA MUNICIPAL PROFESSOR CARLOS DA COSTA SILVA;Juazeiro;BA;2022;19;3;82;0;0;104;43;72;11
29415870;CRECHE ANDRE LUIZ;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29424445;ESCOLA MUNICIPAL RAIMUNDO MEDRADO PRIMO;Juazeiro;BA;2022;19;13;59;1;0;92;78;72;58
29426014;ESCOLINHA CAMINHANDO COM O SABER;Juazeiro;BA;2022;137;16;581;0;1;735;473;438;176
29428335;ESCOLA ABC DA MONICA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29429340;CENTRO EDUCACIONAL CONSTRUTIVISTA AMARAL;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29429374;ESCOLA INFANTO JUVENIL RENASCER;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29429536;ESCOLA MUNICIPAL ARGEMIRO JOSE DA CRUZ;Juazeiro;BA;2022;62;38;495;2;1;598;417;443;262
29429579;ESCOLINHA TURMA DO MICKEY;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29429790;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ARCENIO JOSE DA SILVA;Juazeiro;BA;2022;0;0;1;0;0;1;3;10;12
29435986;CENTRO EDUCACIONAL PASSO A PASSO;Juazeiro;BA;2022;6;2;52;0;0;60;31;38;9
29436176;ESCOLINHA EMANOEL MESSIAS;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29437296;ESCOLA MUNDO DA IMAGINACAO;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29441064;COLEGIO CASTRO ALVES;Juazeiro;BA;2022;20;0;51;1;1;73;62;39;28
29441072;ESCOLA MUNDO ENCANTADO;Juazeiro;BA;2022;26;4;109;0;0;139;158;129;148
29441102;CRECHE COMUNITARIA ANTONIO GUILHERMINO;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29441110;ESCOLA PARAISO DO SABER;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29441137;COLEGIO DINAMO;Juazeiro;BA;2022;66;4;202;1;0;273;220;205;152
29441170;EDUCANDARIO FLORES DO AMANHECER;Juazeiro;BA;2022;3;1;21;0;0;25;34;35;44
29441188;INSTITUICAO F BENEFICENTE PROFª CRISTINA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29441226;CRECHE ESCOLA MARIA HOZANA NUNES;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29442702;ESCOLA INFANTIL TURMA DA MONICA;Juazeiro;BA;2022;6;3;44;0;0;53;72;55;74
29445116;ESCOLA TEREZA DAVILA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29445256;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NOSSO SENHOR DOS AFLITOS;Juazeiro;BA;2022;6;3;203;0;0;212;117;109;14
29447887;DELTA CENTRO EDUCACIONAL;Juazeiro;BA;2022;107;29;757;2;0;895;495;554;154
29448727;ESCOLA DE FORMACAO TECNICA DE SAUDE DOUTORA VAQUIRIA SATURNINO;Juazeiro;BA;2022;16;9;54;1;0;80;107;19;46
29450004;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA IRACEMA PEREIRA DA PAIXAO;Juazeiro;BA;2022;23;7;83;0;0;113;70;74;31
29450209;ESCOLINHA NOSSO SENHOR DOS AFLITOS;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29455820;ESCOLA ESSENCIAL;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29456509;CENTRO REGIONAL DE ENSINO MEDIO COM INTERMEDIACAO TECNOLOGICA CEMIT SERTAO DO SAO FRANCISCO;Juazeiro;BA;2022;16;7;664;3;0;690;705;672;687
29457408;CENTRO EDUCACIONAL LAGO AZUL;Juazeiro;BA;2022;2;1;21;0;0;24;38;32;46
29457459;CENTRO EDUCACIONAL NOSSA SENHORA APARECIDA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29458595;ESCOLA CASTELO ENCANTADO;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29460573;SENAI JUAZEIRO;Juazeiro;BA;2022;32;35;132;5;3;207;51;182;26
29461170;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA JULIA RODRIGUES TANURI;Juazeiro;BA;2022;23;8;27;0;0;58;100;100;142
29461189;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL EDIVANIA SANTOS CARDOSO;Juazeiro;BA;2022;39;3;98;1;0;141;84;87;30
29461197;ESCOLA MUNICIPAL DE EDUCACAO NELIA DE SOUZA COSTA;Juazeiro;BA;2022;25;9;98;2;1;135;149;128;142
29461219;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL LUZINETE DE OLIVEIRA;Juazeiro;BA;2022;9;6;415;1;0;431;257;325;151
29461227;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MANOEL ALVES MOTA;Juazeiro;BA;2022;19;7;139;3;0;168;104;111;47
29461235;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA HOZANA NUNES;Juazeiro;BA;2022;24;18;104;1;0;147;127;128;108
29461243;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA HELENA DA SILVA PEREIRA;Juazeiro;BA;2022;0;0;1;0;0;1;89;116;204
29461251;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFª ADELAIDE MOREIRA BISPO;Juazeiro;BA;2022;2;0;82;0;0;84;93;72;81
29461340;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL IRMA REDENTA;Juazeiro;BA;2022;48;13;177;0;0;238;114;143;19
29461359;ESCOLA MUNICIPAL PAULO FREIRE;Juazeiro;BA;2022;23;24;11;0;0;58;30;29;1
29461367;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL LENI LOPES DE ARAUJO SANTOS;Juazeiro;BA;2022;12;4;28;0;3;47;150;154;257
29461375;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ADJALVA FERREIRA LIMA;Juazeiro;BA;2022;13;19;258;1;2;293;155;159;21
29463548;COLEGIO TABLEAU;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29464064;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ARLINDA ALVES VARJAO;Juazeiro;BA;2022;12;3;260;0;0;275;125;150;0
29464676;INSTITUTO EDUCACIONAL MOTRIZ;Juazeiro;BA;2022;45;15;44;0;1;105;62;53;10
29464790;IFBA - CAMPUS JUAZEIRO;Juazeiro;BA;2022;54;34;233;0;0;321;271;202;152
29467004;COLEGIO ESTADUAL MISAEL AGUILAR SILVA;Juazeiro;BA;2022;12;11;166;8;1;198;253;279;334
29467152;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL LUANA DA SILVA NASCIMENTO;Juazeiro;BA;2022;33;10;184;0;0;227;131;143;47
29469104;INSTITUTO EDUCACIONAL JOAO E MARIA;Juazeiro;BA;2022;28;14;67;0;0;109;77;74;42
29469112;ESCOLA MUNICIPAL RURAL DE TEMPO INTEGRAL SAO JOSE;Juazeiro;BA;2022;35;6;108;0;0;149;135;111;97
29469120;ESCOLA MUNICIPAL PROFESSORA MAZZARELLO CAVALCANTI REIS DA ROCHA;Juazeiro;BA;2022;33;11;252;1;0;297;209;209;121
29469252;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PASTOR MANOEL MARQUES DE SOUZA;Juazeiro;BA;2022;39;4;119;0;0;162;98;107;43
29469309;ESPACO EDUCAR;Juazeiro;BA;2022;5;2;20;0;0;27;24;40;37
29469562;INSTITUTO EDUCACIONAL DO SABER;Juazeiro;BA;2022;48;6;201;0;0;255;143;150;38
29469635;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA FERREIRA DE SOUZA;Juazeiro;BA;2022;6;2;40;0;0;48;19;30;1
29469864;ESCOLA PORTO SEGURO;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29470790;CENTRO EDUCACIONAL NOVA CONQUISTA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29470811;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PREFEITO APRIGIO DUARTE;Juazeiro;BA;2022;2;4;117;0;1;124;93;94;63
29470820;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BEATRIZ ANGELICA MOTA FERREIRA DA SILVA;Juazeiro;BA;2022;35;9;98;0;1;143;136;141;134
29470862;COLEGIO CASULO;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29471974;ESCOLA CAMINHO DO SABER;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29473187;CENTRO EDUCACIONAL NEW HORIZON;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29473560;CEF CENTRO DE EXCELENCIA EM FRUTICULTURA;Juazeiro;BA;2022;1467;457;2363;60;12;4359;2130;2332;103
29473640;INSTITUTO EDUCACIONAL BAMBINI;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29473845;COLEGIO INTEGRACAO;Juazeiro;BA;2022;71;9;180;0;0;260;228;240;208
29476615;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA VANDA GUERRA;Juazeiro;BA;2022;30;16;147;0;0;193;153;125;85
29476623;ESCOLA MUNICIPAL PROFESSORA MARIA JULIA RODRIGUES TANURI;Juazeiro;BA;2022;37;20;428;4;0;489;264;293;68
29478847;UNIDADE NORTE;Juazeiro;BA;2022;49;23;103;1;0;176;89;107;20
29480027;ESCOLA MUNICIPAL ESTACAO DO SABER JOSE CARLOS TANURI;Juazeiro;BA;2022;9;2;58;0;0;69;48;47;26
29582628;CENTRO EDUCACIONAL MENTES BRILHANTES;Juazeiro;BA;2022;80;12;240;0;0;332;184;198;50
29619602;COLEGIO DECISAO;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29677645;ESCOLA MONTEIRO LOBATO;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29678625;COLEGIO GIRASSOL;Juazeiro;BA;2022;7;0;50;0;0;57;35;41;19
29679621;INSTITUTO EXITO DE EDUCACAO;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29849730;COLEGIO MORIA;Juazeiro;BA;2022;0;0;0;0;0;0;0;0;0
29859808;COLEGIO ESTADUAL DO CAMPO OLAVO FERREIRA NETO DISTRITO DE MANICOBA;Juazeiro;BA;2022;5;13;45;2;2;67;198;203;334
29932777;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CAIC MISAEL AGUILAR;Juazeiro;BA;2022;10;4;206;0;1;221;128;140;47
29024463;APAE ESCOLA MARIA ISABEL MESQUITA REIS;Juazeiro;BA;2023;18;4;82;2;1;107;81;121;95
