CO_ENTIDADE;NO_ENTIDADE;NO_MUNICIPIO;SG_UF;ANO;QT_MAT_BAS_BRANCA;QT_MAT_BAS_PRETA;QT_MAT_BAS_PARDA;QT_MAT_BAS_AMARELA;QT_MAT_BAS_INDIGENA;QT_MAT_BAS_TOTAL;QT_MAT_BAS_FEM;QT_MAT_BAS_MASC;QT_MAT_BAS_ND
29025338;CENTRO DE EDUCACAO INFANTIL PAULO RIOS CAMPELO;Juazeiro;BA;2010;59;10;80;1;1;151;70;83;2
29025346;ESCOLA MUNICIPAL PILOTO MANDACARU;Juazeiro;BA;2010;34;5;90;1;0;130;220;193;283
29025354;EE - COLEGIO ESTADUAL POLIVALENTE AMERICO TANURI;Juazeiro;BA;2010;50;29;473;0;3;555;555;665;665
29025362;ESCOLA MUNICIPAL PREFEITO APRIGIO DUARTE;Juazeiro;BA;2010;12;2;70;0;0;84;117;111;144
29025370;ESCOLA MUNICIPAL JOSE PADILHA DE SOUZA;Juazeiro;BA;2010;14;7;97;0;0;118;153;140;175
29025397;ESCOLA MUNICIPAL PROFESSORA TEREZINHA FERREIRA OLIVEIRA;Juazeiro;BA;2010;98;11;446;5;11;571;579;615;623
29025427;ESCOLA SEMPRE VIVA;Juazeiro;BA;2010;62;14;95;0;0;171;92;95;16
29025460;ESCOLA DO CISNE;Juazeiro;BA;2010;51;6;48;3;0;108;76;76;44
29025478;ESCOLA MUNICIPAL DOUTOR JOSE DE ARAUJO SOUZA;Juazeiro;BA;2010;51;12;338;6;1;408;281;291;164
29025516;COLEGIO NOSSO SENHOR DOS AFLITOS;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29025524;ESCOLA DA FUNDACAO JUAZEIRENSE PROMOCIONAL DO MENOR - PROMENOR;Juazeiro;BA;2010;13;10;443;0;0;466;242;236;12
29025575;ESCOLA MUNICIPAL PROFESSORA HELENA ARAUJO PINHEIRO;Juazeiro;BA;2010;52;14;201;7;0;274;109;173;8
29025583;ESCOLA MUNICIPAL DE JATOBA;Juazeiro;BA;2010;9;14;74;4;0;101;71;83;53
29025613;INSTITUTO DE EDUCACAO AMARAL PINHEIRO;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29025672;ESCOLA MUNICIPAL MANOEL DE SOUZA BONFIM;Juazeiro;BA;2010;43;6;162;0;0;211;215;228;232
29025699;ESCOLA MUNICIPAL AMERICO TANURY;Juazeiro;BA;2010;19;1;31;0;0;51;29;47;25
29025753;COLEGIO MUNICIPAL 1º E 2º GRAU PROF GRACIOSA XAVIER RAMOS GOMES;Juazeiro;BA;2010;65;19;299;3;0;386;214;264;92
29025770;ESCOLA MUNICIPAL PROF MATILDE COSTA MEDRADO;Juazeiro;BA;2010;3;1;86;0;0;90;55;52;17
29025788;ESCOLA MUNICIPAL NOSSA SENHORA DAS GROTAS;Juazeiro;BA;2010;2;1;39;0;1;43;13;34;4
29025834;ESCOLA MUNICIPAL PEDRO DIAS;Juazeiro;BA;2010;5;4;88;0;0;97;56;54;13
29025869;ESCOLA MUNICIPAL OSORIO TELES DE MENEZES;Juazeiro;BA;2010;5;1;74;0;0;80;38;46;4
29025885;ESCOLINHA DISNEYLANDIA;Juazeiro;BA;2010;16;9;62;0;0;87;38;52;3
29025907;COLEGIO MUNICIPAL BOM JESUS;Juazeiro;BA;2010;17;5;153;0;0;175;194;243;262
29025923;ESCOLA MUNICIPAL LINDAURA MARIA DE JESUS;Juazeiro;BA;2010;4;1;25;0;0;30;11;20;1
29025931;ESCOLA MUNICIPAL SAO SEBASTIAO;Juazeiro;BA;2010;0;1;39;1;0;41;25;30;14
29025958;ESCOLA MUNICIPAL NOSSA SENHORA RAINHA DOS ANJOS;Juazeiro;BA;2010;2;0;24;1;0;27;12;16;1
29025974;ESCOLA MUNICIPAL CORACAO DE JESUS;Juazeiro;BA;2010;1;0;28;0;0;29;64;62;97
29025982;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS;Juazeiro;BA;2010;18;1;152;20;0;191;125;177;111
29026024;ESCOLA MUNICIPAL DOUTOR EDSON RIBEIRO;Juazeiro;BA;2010;14;3;56;0;0;73;55;64;46
29026105;ESCOLA MUNICIPAL NOSSA SENHORA DAS GROTAS;Juazeiro;BA;2010;19;28;29;0;0;76;30;46;0
29026113;ESCOLA MUNICIPAL ELISEU SANTOS;Juazeiro;BA;2010;3;1;52;0;0;56;231;259;434
29026130;ESCOLA MUNICIPAL 25 DE JULHO;Juazeiro;BA;2010;52;34;255;20;1;362;195;204;37
29026148;ESCOLA MUNICIPAL AMERICO TANURI;Juazeiro;BA;2010;12;1;74;0;0;87;52;58;23
29026156;ESCOLA MUNICIPAL BOM JESUS;Juazeiro;BA;2010;23;0;11;0;0;34;22;12;0
29026164;ESCOLA MUNICIPAL CORACAO DE JESUS;Juazeiro;BA;2010;10;7;65;1;0;83;54;65;36
29026199;ESCOLA MUNICIPAL EURIDICE RIBEIRO VIANA;Juazeiro;BA;2010;37;11;42;0;0;90;52;61;23
29026202;ESCOLA MUNICIPAL FAMILIA UNIDA;Juazeiro;BA;2010;2;1;34;0;0;37;23;21;7
29026288;ESCOLA MUNICIPAL SANTA INES;Juazeiro;BA;2010;15;7;560;0;0;582;455;440;313
29026296;ESCOLA MUNICIPAL SANTA TEREZINHA;Juazeiro;BA;2010;11;4;41;0;0;56;47;38;29
29026300;ESCOLA MUNICIPAL SANTA TEREZINHA;Juazeiro;BA;2010;0;0;76;0;0;76;32;46;2
29026350;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS;Juazeiro;BA;2010;4;10;10;0;0;24;7;17;0
29026377;ESCOLA MUNICIPAL SAO JOSE;Juazeiro;BA;2010;0;1;16;0;1;18;26;22;30
29026423;ESCOLA MUNICIPAL BOLIVAR SANTANA;Juazeiro;BA;2010;61;5;155;0;0;221;162;225;166
29026431;ESCOLA MUNICIPAL DE PONTAL;Juazeiro;BA;2010;1;2;8;0;0;11;80;79;148
29026440;ESCOLA MUNICIPAL MANOEL GOMES MARTINS;Juazeiro;BA;2010;1;0;48;0;1;50;30;32;12
29026482;ESCOLA MUNICIPAL ANTONIO FRANCISCO DE OLIVEIRA;Juazeiro;BA;2010;5;16;245;0;0;266;194;229;157
29026520;ESCOLA MUNICIPAL VEREADOR AMADEUS DAMASIO;Juazeiro;BA;2010;5;57;119;5;0;186;111;128;53
29026601;ESCOLA MUNICIPAL AMERICO TANURI;Juazeiro;BA;2010;2;0;15;0;0;17;37;48;68
29026628;ESCOLA MUNICIPAL HERBET MOUZE RODRIGUES;Juazeiro;BA;2010;2;0;42;0;0;44;15;31;2
29026636;ESCOLA MUNICIPAL JOSE DE AMORIM;Juazeiro;BA;2010;7;5;282;1;0;295;219;281;205
29026644;ESCOLA MUNICIPAL LUCIA CARMEM SOBREIRA;Juazeiro;BA;2010;6;1;28;0;0;35;24;32;21
29026652;ESCOLA MUNICIPAL MARIA DO CARMO SA NOGUEIRA;Juazeiro;BA;2010;2;4;19;0;0;25;17;12;4
29026660;ESCOLA MUNICIPAL MARIA MONTEIRO BACELAR;Juazeiro;BA;2010;20;9;88;0;0;117;71;76;30
29026679;ESCOLA MUNICIPAL MIGUEL ANGELO DE SOUZA;Juazeiro;BA;2010;3;6;125;0;0;134;69;96;31
29026695;ESCOLA MUNICIPAL PROFESSORA BERNADETE BRAGA;Juazeiro;BA;2010;1;4;20;0;0;25;16;18;9
29026709;ESCOLA MUNICIPAL PROFESSORA EDUALDINA DAMASIO;Juazeiro;BA;2010;2;5;142;0;1;150;181;186;217
29026725;ESCOLA MUNICIPAL PROFESSORA OSCARLINA TANURI;Juazeiro;BA;2010;1;1;37;1;0;40;47;45;52
29026741;ESCOLA MUNICIPAL JOAO DIAS FERREIRA;Juazeiro;BA;2010;0;0;83;0;0;83;49;54;20
29026776;ESCOLA MUNICIPAL PROFESSORA MARIA AMELIA DE SOUZA OLIVEIRA;Juazeiro;BA;2010;0;1;49;0;0;50;27;35;12
29026792;ESCOLA MUNICIPAL PASSAGEM DO SARGENTO;Juazeiro;BA;2010;1;1;12;0;0;14;11;19;16
29026873;ESCOLA MUNICIPAL PROFESSORA ANTONILA DA FRANCA CARDOSO;Juazeiro;BA;2010;6;0;216;1;0;223;111;112;0
29026890;COLEGIO MUNICIPAL DEPUTADO RAIMUNDO DA CUNHA LEITE;Juazeiro;BA;2010;29;9;149;1;0;188;93;103;8
29026911;ESCOLA MUNICIPAL DURVAL BARBOSA DA CUNHA;Juazeiro;BA;2010;31;14;73;0;0;118;66;58;6
29026989;ESCOLA MUNICIPAL PROFESSORA ATANILHA LUZ ARAUJO;Juazeiro;BA;2010;27;20;243;1;0;291;168;166;43
29027055;COLEGIO MUNICIPAL RAIMUNDO CLEMENTINO DE SOUZA;Juazeiro;BA;2010;14;3;35;1;0;53;75;96;118
29027098;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS;Juazeiro;BA;2010;20;0;21;0;0;41;26;35;20
29341256;ESCOLA MUNICIPAL ANALIA BARBOSA DE SOUZA;Juazeiro;BA;2010;103;22;232;2;1;360;459;519;618
29341566;ESCOLINHA CARROSSEL;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29341590;CENTRO EDUCACIONAL JORGE AMADO;Juazeiro;BA;2010;8;0;23;0;0;31;48;63;80
29341710;ESCOLA MUNICIPAL DE 1º GRAU MANOEL NUNES AMORIM;Juazeiro;BA;2010;7;6;64;2;0;79;51;66;38
29341744;ESCOLA MUNICIPAL ELEOTERIO SOARES FONSECA;Juazeiro;BA;2010;18;5;68;0;0;91;64;88;61
29341779;ESCOLA RURAL DE MASSAROCA;Juazeiro;BA;2010;72;1;124;0;2;199;101;109;11
29341809;COLEGIO MUNICIPAL PROFESSORA IRACY NUNES DA SILVA;Juazeiro;BA;2010;62;9;211;0;1;283;334;374;425
29362237;ESCOLINHA PATOTA;Juazeiro;BA;2010;4;3;11;0;0;18;39;31;52
29362334;ESC ROSA DOS VENTOS;Juazeiro;BA;2010;3;0;24;1;1;29;16;17;4
29362415;ESCOLA MUNICIPAL CAIC MISAEL AGUILAR;Juazeiro;BA;2010;5;5;801;0;0;811;388;459;36
29362504;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE LIMA DA ROCHA;Juazeiro;BA;2010;17;15;517;2;1;552;294;377;119
29378885;ESCOLA RECANTO DO PEQUENO PRINCIPE;Juazeiro;BA;2010;114;0;90;0;0;204;178;156;130
29378893;ESCOLA MUNICIPAL DOM JOSE RODRIGUES;Juazeiro;BA;2010;2;0;47;0;0;49;120;120;191
29378907;ESCOLA FUNDAMENTAL CRISTAL DO SOL;Juazeiro;BA;2010;63;4;41;0;1;109;92;78;61
29378923;INTITUTO NOVA VISAO;Juazeiro;BA;2010;17;1;52;1;0;71;50;49;28
29378931;CENTRO EDUCACIONAL GIRASSOL;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29390559;INSTITUTO IMACULADA CONCEICAO;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29390605;ESCOLA RENASCER;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29390648;ESCOLA ADVENTISTA DE JUAZEIRO;Juazeiro;BA;2010;237;28;232;3;2;502;371;380;249
29390656;ESCOLA PRISMA;Juazeiro;BA;2010;53;4;50;0;0;107;88;75;56
29390664;EDUCANDARIO RITA DE CASSIA;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29390737;EE - COLEGIO MODELO LUIS EDUARDO MAGALHAES;Juazeiro;BA;2010;125;38;627;0;0;790;821;566;597
29397030;ESCOLA SONHO DE CRIANCA;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29397120;CENTRO EDUCACIONAL LIBERDADE;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29401220;CRECHE ANA MARIA MORGADO CHAVES;Juazeiro;BA;2010;101;5;79;1;0;186;117;115;46
29401290;ESCOLA PIRULITO;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29401600;ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES;Juazeiro;BA;2010;49;47;238;0;0;334;204;226;96
29401610;ESCOLA MUNICIPAL EDUCANDARIO JOAO XXIII;Juazeiro;BA;2010;14;16;178;1;2;211;128;172;89
29402060;ESC NOVA GERACAO;Juazeiro;BA;2010;21;17;96;0;0;134;70;73;9
29402080;CENTRO EDUCACIONAL MARIA MONTESSORI;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29402090;ESCOLA RELIGARE;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29402100;CRECHE GENTIL DAMASIO NASCIMENTO;Juazeiro;BA;2010;111;11;130;2;0;254;138;145;29
29402110;CENTRO DE EDUCACAO INFANTIL TEREZA CRISTINA BANDEIRA;Juazeiro;BA;2010;26;1;6;0;0;33;23;27;17
29402120;CENTRO EDUCACIONAL INFANTIL ANNA HILDA LEITE FARIAS;Juazeiro;BA;2010;55;4;47;0;0;106;47;76;17
29402140;CENTRO DE EDUCACAO INFANTIL AMELIA DUARTE;Juazeiro;BA;2010;80;5;78;0;0;163;91;92;20
29402150;CENTRO DE EDUCACAO INFANTIL NAILDE COSTA;Juazeiro;BA;2010;16;5;83;0;0;104;64;73;33
29402160;CRECHE MARIA VIANA TANURI;Juazeiro;BA;2010;68;3;39;0;0;110;79;56;25
29402170;CRECHE BOM JESUS DOS NAVEGANTES;Juazeiro;BA;2010;15;2;60;2;1;80;39;41;0
29402190;CENTRO DE DUCACAO INFANTIL DILMA CALMON OLIVEIRA;Juazeiro;BA;2010;41;11;110;0;2;164;112;170;118
29402200;CENTRO DE EDUCACAO INFANTIL NATALIA RODRIGUES;Juazeiro;BA;2010;5;1;68;0;1;75;65;41;31
29402210;CRECHE JANDIRA BORGES DA CUNHA;Juazeiro;BA;2010;79;3;30;0;0;112;45;72;5
29403332;CEMSF CENTRO EDUC MEDIO SAO FRANCIS LTDA;Juazeiro;BA;2010;25;8;104;0;0;137;113;117;93
29405106;ESCOLA MUNICIPAL PROFESSOR JOSE PEREIRA DA SILVA;Juazeiro;BA;2010;18;8;398;1;0;425;240;307;122
29405734;COOPERATIVA EDUCACIONAL EVANGELISTA BATI;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29405742;ESCOLA MODELO INFANTIL;Juazeiro;BA;2010;11;3;52;7;1;74;68;63;57
29408628;EE - COLEGIO ESTADUAL ARTUR OLIVEIRA DA SILVA;Juazeiro;BA;2010;11;49;361;2;3;426;503;467;544
29408660;ESCOLA RECANTO DO SABER;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29415110;ESCOLA SONHO DE CRIANCA;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29415136;ESCOLINHA TURMA DO CEBOLINHA;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29415160;CENTRO EDUCACIONAL PROFESSOR CARLOS DA COSTA SILVA;Juazeiro;BA;2010;6;7;102;0;0;115;75;101;61
29424437;ESCOLINHA PARAISO INFANTIL;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29424445;ESCOLA MUNICIPAL RAIMUNDO MEDRADO PRIMO;Juazeiro;BA;2010;11;5;176;0;0;192;87;110;5
29426014;ESCOLINHA CAMINHANDO COM O SABER;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29429340;CENTRO EDUCACIONAL CONSTRUTIVISTA AMARAL;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29429374;ESCOLA INFANTO JUVENIL RENASCER;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29429447;ESCOLA SEMENTE DO AMANHA;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29429536;CENTRO EDUCACIONAL ARGEMIRO JOSE DA CRUZ;Juazeiro;BA;2010;40;27;812;13;1;893;661;644;412
29429579;ESCOLINHA TURMA DO MICKEY;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29429790;CRECHE MUNICIPAL ARCENIO JOSE DA SILVA;Juazeiro;BA;2010;1;0;20;0;1;22;14;8;0
29435986;CENTRO EDUCACIONAL PASSO A PASSO;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29436176;ESCOLINHA EMANOEL MESSIAS;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29441064;COLEGIO CASTRO ALVES;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29441072;ESCOLINHA MUNDO ENCANTADO;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29441102;CRECHE COMUNITARIA ANTONIO GUILHERMINO;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29441110;ESCOLA PARAISO DO SABER;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29441137;COLEGIO DINAMO;Juazeiro;BA;2010;52;16;180;1;0;249;151;147;49
29441170;EDUCANDARIO FLORES DO AMANHECER;Juazeiro;BA;2010;16;20;107;0;0;143;104;113;74
29441188;INSTITUICAO F BENEFICENTE PROFª CRISTINA;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29445116;ESCOLA TEREZA DAVILA;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29445256;CRECHE NOSSO SENHOR DOS AFLITOS;Juazeiro;BA;2010;81;11;79;0;0;171;103;95;27
29467004;EE - COLEGIO ESTADUAL MISAEL AGUILAR SILVA;Juazeiro;BA;2010;9;6;38;2;0;55;62;58;65
29582628;CENTRO EDUCACIONAL MENTES BRILHANTES;Juazeiro;BA;2010;75;12;120;0;0;207;101;116;10
29619602;COLEGIO DECISAO;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29677645;ESCOLA MONTEIRO LOBATO;Juazeiro;BA;2010;5;1;27;0;0;33;65;71;103
29678625;COLEGIO GIRASSOL;Juazeiro;BA;2010;8;4;32;0;0;44;27;28;11
29679621;EDUCANDARIO CANTINHO DO SABER;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29849730;COLEGIO MORIA;Juazeiro;BA;2010;0;0;0;0;0;0;0;0;0
29859808;EE - COLEGIO ESTADUAL OLAVO FERREIRA NETO;Juazeiro;BA;2010;24;7;104;0;0;135;361;242;468
29932777;CENTRO DE EDUCACAO INFANTIL CAIC MISAEL AGUILAR;Juazeiro;BA;2010;167;27;337;1;2;534;345;375;186
29024463;APAE ESCOLA MARIA ISABEL MESQUITA REIS;Juazeiro;BA;2011;8;3;41;0;0;52;68;85;101
29024498;CENTRO DE EDUCACAO SHALOM;Juazeiro;BA;2011;72;5;95;0;0;172;157;166;151
29024528;EE - COLEGIO DEMOCRATICO ESTADUAL PROFESSORA FLORENTINA ALVES DOS SANTOS;Juazeiro;BA;2011;43;16;441;0;0;500;670;484;654
29024536;EE - COLEGIO ESTADUAL LOMANTO JUNIOR;Juazeiro;BA;2011;28;14;747;1;2;792;774;685;667
29024544;COLEGIO ANGLO;Juazeiro;BA;2011;25;9;86;1;0;121;179;186;244
29024552;COLEGIO DOUTOR EDSON RIBEIRO;Juazeiro;BA;2011;55;7;68;3;2;135;163;149;177
29024579;EE - COLEGIO ESTADUAL RUI BARBOSA;Juazeiro;BA;2011;66;47;631;7;0;751;707;579;535
29024587;COLEGIO MUNICIPAL PAULO VI;Juazeiro;BA;2011;134;85;809;2;0;1030;847;802;619
29024595;COLEGIO VALE DO SAO FRANCISCO;Juazeiro;BA;2011;62;9;72;0;1;144;240;242;338
29024641;EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DO SERTAO DO SAO FRANCISCO;Juazeiro;BA;2011;35;10;232;0;1;278;297;299;318
29024650;ESCOLA MUNICIPAL CAXANGA;Juazeiro;BA;2011;5;21;91;1;0;118;59;72;13
29024668;ESCOLA MUNICIPAL CENTRO SOCIAL URBANO;Juazeiro;BA;2011;12;7;112;1;1;133;183;178;228
29024676;ESCOLA COMPANHIA DE NAVEGACAO DO SAO FRANCISCO;Juazeiro;BA;2011;0;0;0;0;0;0;0;0;0
29024692;ESCOLA MUNICIPAL PROFESSORA CARMEN COSTA SANTOS;Juazeiro;BA;2011;31;22;299;3;2;357;478;490;611
29024714;ESC MUNICIPAL LUIS CURSINO DA FRANCA CARDOSO;Juazeiro;BA;2011;41;6;88;1;1;137;104;136;103
29024722;EE - COLEGIO ESTADUAL PEDRO RAYMUNDO MOREIRA REGO;Juazeiro;BA;2011;30;27;291;1;2;351;468;378;495
29024765;EE - COLEGIO ESTADUAL ANTONILIO DA FRANCA CARDOSO;Juazeiro;BA;2011;16;7;408;4;0;435;365;345;275
29024803;EE - ESCOLA NORMAL ESTADUAL EDIVALDO MACHADO BOAVENTURA;Juazeiro;BA;2011;37;12;436;1;1;487;530;168;211
29024838;ESCOLA MUNICIPAL PROFESSORA GUIOMAR LUSTOSA RODRIGUES;Juazeiro;BA;2011;12;37;523;0;0;572;299;321;48
29024846;EE - COLEGIO ESTADUAL AGOSTINHO MUNIZ;Juazeiro;BA;2011;13;15;144;1;0;173;157;118;102
29024862;EE - COLEGIO ESTADUAL CECILIO MATTOS;Juazeiro;BA;2011;26;38;244;1;1;310;580;476;746
29024889;ESCOLA ARCO IRIS;Juazeiro;BA;2011;26;1;110;1;0;138;119;139;120
29024900;ESCOLA MUNICIPAL PROFESSORA CRENILDES LUIZ BRANDAO;Juazeiro;BA;2011;11;5;152;1;0;169;88;100;19
29024927;EE - COLEGIO ESTADUAL DOM AVELAR BRANDAO VILELA;Juazeiro;BA;2011;27;16;271;0;2;316;329;292;305
29024935;ESCOLA MUNICIPAL DE 1º GRAU DOIS DE JULHO;Juazeiro;BA;2011;109;40;425;2;2;578;398;365;185
29024943;ESCOLA MUNICIPAL DE 1º GRAU PROFESSORA MARIA DE LOURDES DUARTE;Juazeiro;BA;2011;32;10;257;1;0;300;163;183;46
29024960;ESCOLA MUNICIPAL DE 1º GRAU PROFESSORA HAIDEE FONSECA FALCAO;Juazeiro;BA;2011;25;12;512;2;1;552;290;325;63
29024978;ESCOLA MUNICIPAL PROFESSORA LEOPOLDINA LEAL;Juazeiro;BA;2011;22;14;264;3;1;304;192;232;120
29024986;ESCOLA MUNICIPAL DE 1º GRAU PROFESSORA MARIA FRANCA PIRES;Juazeiro;BA;2011;96;40;261;1;0;398;189;330;121
29024994;ESCOLA MUNICIPAL DE 1º GRAU QUINZE DE JULHO;Juazeiro;BA;2011;12;7;325;2;0;346;323;389;366
29025001;EE - COLEGIO ESTADUAL ROTARY CLUBE;Juazeiro;BA;2011;13;12;104;0;0;129;297;322;490
29025010;ESCOLA MUNICIPAL SANTO ANTONIO;Juazeiro;BA;2011;14;4;269;1;0;288;315;342;369
29025028;EE - COLEGIO DA POLICIA MILITAR - CPM ALFREDO VIANNA;Juazeiro;BA;2011;67;34;657;2;0;760;461;397;98
29025036;ESCOLA MUNICIPAL PROFª DINORAH ALBERNAZ MELLO DA SILVA;Juazeiro;BA;2011;117;29;571;3;1;721;467;523;269
29025052;EE - COLEGIO ESTADUAL HILDETE LOMANTO;Juazeiro;BA;2011;69;52;346;1;1;469;412;423;366
29025060;EE - COLEGIO ESTADUAL JUTAHY MAGALHAES;Juazeiro;BA;2011;46;22;694;3;0;765;667;668;570
29025079;EE - ESCOLA ESTADUAL DE 1º E 2º GRAUS PROF PEDRO RAIMUNDO RODRIGUES REGO;Juazeiro;BA;2011;16;15;356;0;2;389;442;413;466
29025087;EE - COLEGIO ESTADUAL HELENA CELESTINO MAGALHAES;Juazeiro;BA;2011;51;36;302;0;5;394;633;616;855
29025117;EE - COLEGIO ESTADUAL DONA GUIOMAR BARRETO MEIRA;Juazeiro;BA;2011;12;11;106;0;0;129;418;353;642
29025168;ESCOLA MUNICIPAL JOCA DE SOUZA OLIVEIRA;Juazeiro;BA;2011;17;12;354;1;1;385;231;342;188
29025176;ESCOLA MUNICIPAL JUDITE LEAL COSTA;Juazeiro;BA;2011;11;1;61;1;0;74;107;100;133
29025184;ESCOLA MUNICIPAL LUDGERO DE SOUZA COSTA;Juazeiro;BA;2011;13;14;145;0;0;172;111;142;81
29025206;ESCOLA MUNICIPAL MANDACARU;Juazeiro;BA;2011;81;21;237;3;0;342;303;348;309
29025222;ESCOLA MUNICIPAL JOAO NEVES DE ALMEIDA;Juazeiro;BA;2011;0;1;7;0;0;8;68;46;106
29025230;ESCOLA MUNICIPAL MARIANO RODRIGUES DE SOUZA;Juazeiro;BA;2011;13;0;29;0;0;42;64;68;90
29025249;ESCOLA MUNICIPAL BALAO MAGICO;Juazeiro;BA;2011;0;0;0;0;0;0;0;0;0
29025281;ESCOLA MUNICIPAL ROSA AMARELA;Juazeiro;BA;2011;0;0;0;0;0;0;0;0;0
29025311;ESCOLA NOSSA SENHORA DAS GROTAS;Juazeiro;BA;2011;20;5;136;0;0;161;144;145;128
29025338;CENTRO DE EDUCACAO INFANTIL PAULO RIOS CAMPELO;Juazeiro;BA;2011;40;5;122;1;2;170;84;92;6
29025346;ESCOLA MUNICIPAL PILOTO MANDACARU;Juazeiro;BA;2011;30;7;97;0;0;134;219;192;277
29025354;EE - COLEGIO ESTADUAL POLIVALENTE AMERICO TANURI;Juazeiro;BA;2011;45;22;350;0;1;418;459;503;544
29025362;ESCOLA MUNICIPAL PREFEITO APRIGIO DUARTE;Juazeiro;BA;2011;31;6;111;1;0;149;139;139;129
29025370;ESCOLA MUNICIPAL JOSE PADILHA DE SOUZA;Juazeiro;BA;2011;19;9;154;1;0;183;157;141;115
29025397;ESCOLA MUNICIPAL PROFESSORA TEREZINHA FERREIRA OLIVEIRA;Juazeiro;BA;2011;132;12;474;1;4;623;563;607;547
29025435;ESCOLA MUNICIPAL SANTA MARIA GORETTI;Juazeiro;BA;2011;0;0;0;0;0;0;0;0;0
29025460;ESCOLA DO CISNE;Juazeiro;BA;2011;73;6;40;5;0;124;77;75;28
29025478;ESCOLA MUNICIPAL DOUTOR JOSE DE ARAUJO SOUZA;Juazeiro;BA;2011;59;20;361;5;0;445;289;323;167
29025516;COLEGIO NOSSO SENHOR DOS AFLITOS;Juazeiro;BA;2011;0;0;0;0;0;0;0;0;0
29025524;ESCOLA DA FUNDACAO JUAZEIRENSE PROMOCIONAL DO MENOR - PROMENOR;Juazeiro;BA;2011;30;14;389;0;0;433;238;230;35
29025575;ESCOLA MUNICIPAL PROFESSORA HELENA ARAUJO PINHEIRO;Juazeiro;BA;2011;47;7;174;4;0;232;96;164;28
29025583;ESCOLA MUNICIPAL DE JATOBA;Juazeiro;BA;2011;12;14;93;4;0;123;81;79;37
29025613;INSTITUTO DE EDUCACAO AMARAL PINHEIRO;Juazeiro;BA;2011;3;0;3;0;0;6;19;26;39
29025664;CENTRO DE EDUCACAO INFANTIL MUNICIPAL DE ABOBORA;Juazeiro;BA;2011;8;0;39;0;0;47;32;16;1
29025672;ESCOLA MUNICIPAL MANOEL DE SOUZA BONFIM;Juazeiro;BA;2011;27;4;161;1;0;193;205;212;224
29025699;ESCOLA MUNICIPAL AMERICO TANURY;Juazeiro;BA;2011;30;0;45;1;0;76;52;38;14
29025753;COLEGIO MUNICIPAL 1º E 2º GRAU PROF GRACIOSA XAVIER RAMOS GOMES;Juazeiro;BA;2011;58;10;290;1;0;359;212;235;88
29025770;ESCOLA MUNICIPAL PROF MATILDE COSTA MEDRADO;Juazeiro;BA;2011;5;4;91;0;1;101;44;71;14
29025788;ESCOLA MUNICIPAL NOSSA SENHORA DAS GROTAS;Juazeiro;BA;2011;5;3;38;0;0;46;26;23;3
29025834;ESCOLA MUNICIPAL PEDRO DIAS;Juazeiro;BA;2011;9;3;72;0;0;84;47;50;13
29025842;ESC MUL AMELIA BORGES DE S MARTINS;Juazeiro;BA;2011;0;0;0;0;0;0;0;0;0
